Sexo;Comunidades y Ciudades Autónomas;Sector económico;Periodo;Total
Ambos sexos;14 Murcia, Región de;Construcción;2022T3;39,8
Ambos sexos;14 Murcia, Región de;Construcción;2022T2;35,4
Ambos sexos;14 Murcia, Región de;Construcción;2022T1;39,5
Ambos sexos;14 Murcia, Región de;Construcción;2021T4;41,2
Ambos sexos;14 Murcia, Región de;Construcción;2021T3;43,5
Ambos sexos;14 Murcia, Región de;Construcción;2021T2;44,8
Ambos sexos;14 Murcia, Región de;Construcción;2021T1;38,6
Ambos sexos;14 Murcia, Región de;Construcción;2020T4;38,6
Ambos sexos;14 Murcia, Región de;Construcción;2020T3;41,1
Ambos sexos;14 Murcia, Región de;Construcción;2020T2;37,1
Ambos sexos;14 Murcia, Región de;Construcción;2020T1;37,6
Ambos sexos;14 Murcia, Región de;Construcción;2019T4;42,0
Ambos sexos;14 Murcia, Región de;Construcción;2019T3;43,7
Ambos sexos;14 Murcia, Región de;Construcción;2019T2;45,1
Ambos sexos;14 Murcia, Región de;Construcción;2019T1;41,3
Ambos sexos;14 Murcia, Región de;Construcción;2018T4;38,5
Ambos sexos;14 Murcia, Región de;Construcción;2018T3;37,6
Ambos sexos;14 Murcia, Región de;Construcción;2018T2;36,2
Ambos sexos;14 Murcia, Región de;Construcción;2018T1;31,1
Ambos sexos;14 Murcia, Región de;Construcción;2017T4;34,2
Ambos sexos;14 Murcia, Región de;Construcción;2017T3;31,5
Ambos sexos;14 Murcia, Región de;Construcción;2017T2;32,7
Ambos sexos;14 Murcia, Región de;Construcción;2017T1;36,0
Ambos sexos;14 Murcia, Región de;Construcción;2016T4;29,1
Ambos sexos;14 Murcia, Región de;Construcción;2016T3;27,4
Ambos sexos;14 Murcia, Región de;Construcción;2016T2;23,9
Ambos sexos;14 Murcia, Región de;Construcción;2016T1;27,7
Ambos sexos;14 Murcia, Región de;Construcción;2015T4;27,0
Ambos sexos;14 Murcia, Región de;Construcción;2015T3;25,8
Ambos sexos;14 Murcia, Región de;Construcción;2015T2;28,3
Ambos sexos;14 Murcia, Región de;Construcción;2015T1;30,2
Ambos sexos;14 Murcia, Región de;Construcción;2014T4;30,3
Ambos sexos;14 Murcia, Región de;Construcción;2014T3;27,7
Ambos sexos;14 Murcia, Región de;Construcción;2014T2;28,5
Ambos sexos;14 Murcia, Región de;Construcción;2014T1;23,6
Ambos sexos;14 Murcia, Región de;Construcción;2013T4;24,7
Ambos sexos;14 Murcia, Región de;Construcción;2013T3;25,6
Ambos sexos;14 Murcia, Región de;Construcción;2013T2;28,0
Ambos sexos;14 Murcia, Región de;Construcción;2013T1;33,6
Ambos sexos;14 Murcia, Región de;Construcción;2012T4;33,7
Ambos sexos;14 Murcia, Región de;Construcción;2012T3;35,1
Ambos sexos;14 Murcia, Región de;Construcción;2012T2;32,8
Ambos sexos;14 Murcia, Región de;Construcción;2012T1;32,8
Ambos sexos;14 Murcia, Región de;Construcción;2011T4;31,4
Ambos sexos;14 Murcia, Región de;Construcción;2011T3;42,2
Ambos sexos;14 Murcia, Región de;Construcción;2011T2;45,0
Ambos sexos;14 Murcia, Región de;Construcción;2011T1;48,6
Ambos sexos;14 Murcia, Región de;Construcción;2010T4;52,1
Ambos sexos;14 Murcia, Región de;Construcción;2010T3;58,7
Ambos sexos;14 Murcia, Región de;Construcción;2010T2;60,4
Ambos sexos;14 Murcia, Región de;Construcción;2010T1;51,4
Ambos sexos;14 Murcia, Región de;Construcción;2009T4;54,2
Ambos sexos;14 Murcia, Región de;Construcción;2009T3;53,2
Ambos sexos;14 Murcia, Región de;Construcción;2009T2;55,7
Ambos sexos;14 Murcia, Región de;Construcción;2009T1;64,6
Ambos sexos;14 Murcia, Región de;Construcción;2008T4;71,5
Ambos sexos;14 Murcia, Región de;Construcción;2008T3;80,7
Ambos sexos;14 Murcia, Región de;Construcción;2008T2;90,0
Ambos sexos;14 Murcia, Región de;Construcción;2008T1;106,4
Ambos sexos;14 Murcia, Región de;Servicios;2025T3;480,7
Ambos sexos;14 Murcia, Región de;Servicios;2025T2;479,2
Ambos sexos;14 Murcia, Región de;Servicios;2025T1;475,7
Ambos sexos;14 Murcia, Región de;Servicios;2024T4;472,7
Ambos sexos;14 Murcia, Región de;Servicios;2024T3;493,7
Ambos sexos;14 Murcia, Región de;Servicios;2024T2;477,8
Ambos sexos;14 Murcia, Región de;Servicios;2024T1;480,0
Ambos sexos;14 Murcia, Región de;Servicios;2023T4;493,4
Ambos sexos;14 Murcia, Región de;Servicios;2023T3;482,3
Ambos sexos;14 Murcia, Región de;Servicios;2023T2;467,2
Ambos sexos;14 Murcia, Región de;Servicios;2023T1;454,9
Ambos sexos;14 Murcia, Región de;Servicios;2022T4;466,0
Ambos sexos;14 Murcia, Región de;Servicios;2022T3;449,6
Ambos sexos;14 Murcia, Región de;Servicios;2022T2;456,7
Ambos sexos;14 Murcia, Región de;Servicios;2022T1;444,2
Ambos sexos;14 Murcia, Región de;Servicios;2021T4;451,6
Ambos sexos;14 Murcia, Región de;Servicios;2021T3;453,3
Ambos sexos;14 Murcia, Región de;Servicios;2021T2;435,9
Ambos sexos;14 Murcia, Región de;Servicios;2021T1;417,7
Ambos sexos;14 Murcia, Región de;Servicios;2020T4;420,1
Ambos sexos;14 Murcia, Región de;Servicios;2020T3;423,3
Ambos sexos;14 Murcia, Región de;Servicios;2020T2;390,3
Ambos sexos;14 Murcia, Región de;Servicios;2020T1;414,3
Ambos sexos;14 Murcia, Región de;Servicios;2019T4;416,4
Ambos sexos;14 Murcia, Región de;Servicios;2019T3;416,4
Ambos sexos;14 Murcia, Región de;Servicios;2019T2;414,2
Ambos sexos;14 Murcia, Región de;Servicios;2019T1;397,2
Ambos sexos;14 Murcia, Región de;Servicios;2018T4;396,9
Ambos sexos;14 Murcia, Región de;Servicios;2018T3;397,8
Ambos sexos;14 Murcia, Región de;Servicios;2018T2;400,6
Ambos sexos;14 Murcia, Región de;Servicios;2018T1;396,4
Ambos sexos;14 Murcia, Región de;Servicios;2017T4;406,5
Ambos sexos;14 Murcia, Región de;Servicios;2017T3;393,4
Ambos sexos;14 Murcia, Región de;Servicios;2017T2;391,6
Ambos sexos;14 Murcia, Región de;Servicios;2017T1;389,5
Ambos sexos;14 Murcia, Región de;Servicios;2016T4;391,6
Ambos sexos;14 Murcia, Región de;Servicios;2016T3;386,2
Ambos sexos;14 Murcia, Región de;Servicios;2016T2;387,9
Ambos sexos;14 Murcia, Región de;Servicios;2016T1;376,6
Ambos sexos;14 Murcia, Región de;Servicios;2015T4;374,9
Ambos sexos;14 Murcia, Región de;Servicios;2015T3;382,0
Ambos sexos;14 Murcia, Región de;Servicios;2015T2;360,4
Ambos sexos;14 Murcia, Región de;Servicios;2015T1;348,6
Ambos sexos;14 Murcia, Región de;Servicios;2014T4;360,5
Ambos sexos;14 Murcia, Región de;Servicios;2014T3;365,0
Ambos sexos;14 Murcia, Región de;Servicios;2014T2;370,5
Ambos sexos;14 Murcia, Región de;Servicios;2014T1;359,5
Ambos sexos;14 Murcia, Región de;Servicios;2013T4;357,8
Ambos sexos;14 Murcia, Región de;Servicios;2013T3;355,5
Ambos sexos;14 Murcia, Región de;Servicios;2013T2;349,6
Ambos sexos;14 Murcia, Región de;Servicios;2013T1;340,0
Ambos sexos;14 Murcia, Región de;Servicios;2012T4;341,2
Ambos sexos;14 Murcia, Región de;Servicios;2012T3;360,9
Ambos sexos;14 Murcia, Región de;Servicios;2012T2;366,2
Ambos sexos;14 Murcia, Región de;Servicios;2012T1;362,8
Ambos sexos;14 Murcia, Región de;Servicios;2011T4;361,6
Ambos sexos;14 Murcia, Región de;Servicios;2011T3;371,7
Ambos sexos;14 Murcia, Región de;Servicios;2011T2;364,2
Ambos sexos;14 Murcia, Región de;Servicios;2011T1;352,3
Ambos sexos;14 Murcia, Región de;Servicios;2010T4;366,0
Ambos sexos;14 Murcia, Región de;Servicios;2010T3;367,6
Ambos sexos;14 Murcia, Región de;Servicios;2010T2;372,9
Ambos sexos;14 Murcia, Región de;Servicios;2010T1;360,9
Ambos sexos;14 Murcia, Región de;Servicios;2009T4;372,9
Ambos sexos;14 Murcia, Región de;Servicios;2009T3;386,3
Ambos sexos;14 Murcia, Región de;Servicios;2009T2;383,8
Ambos sexos;14 Murcia, Región de;Servicios;2009T1;375,6
Ambos sexos;14 Murcia, Región de;Servicios;2008T4;387,4
Ambos sexos;14 Murcia, Región de;Servicios;2008T3;390,1
Ambos sexos;14 Murcia, Región de;Servicios;2008T2;390,4
Ambos sexos;14 Murcia, Región de;Servicios;2008T1;382,1
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2025T3;313,9
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2025T2;318,1
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2025T1;311,4
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2024T4;319,0
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2024T3;313,4
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2024T2;313,8
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2024T1;303,9
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2023T4;302,8
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2023T3;303,5
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2023T2;300,1
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2023T1;288,5
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2022T4;297,7
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2022T3;297,7
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2022T2;296,6
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2022T1;290,2
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2021T4;291,1
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2021T3;287,1
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2021T2;285,8
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2021T1;279,4
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2020T4;278,4
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2020T3;279,4
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2020T2;271,5
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2020T1;284,3
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2019T4;287,7
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2019T3;290,4
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2019T2;293,7
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2019T1;283,7
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2018T4;284,8
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2018T3;283,8
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2018T2;284,0
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2018T1;276,1
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2017T4;280,2
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2017T3;279,0
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2017T2;279,7
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2017T1;276,0
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2016T4;277,3
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2016T3;271,2
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2016T2;258,6
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2016T1;262,8
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2015T4;264,4
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2015T3;267,2
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2015T2;267,3
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2015T1;258,2
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2014T4;264,3
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2014T3;263,3
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2014T2;262,0
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2014T1;260,3
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2013T4;259,3
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2013T3;259,7
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2013T2;256,7
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2013T1;256,8
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2012T4;263,6
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2012T3;271,6
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2012T2;268,7
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2012T1;266,2
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2011T4;274,3
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2011T3;283,2
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2011T2;279,7
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2011T1;278,9
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2010T4;279,9
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2010T3;278,9
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2010T2;285,7
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2010T1;276,2
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2009T4;281,1
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2009T3;283,5
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2009T2;282,3
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2009T1;285,7
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2008T4;290,4
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2008T3;296,3
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2008T2;297,4
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2008T1;297,4
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2025T3;11,8
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2025T2;11,2
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2025T1;8,7
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2024T4;9,5
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2024T3;10,7
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2024T2;9,6
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2024T1;10,1
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2023T4;10,3
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2023T3;10,9
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2023T2;10,6
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2023T1;9,4
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2022T4;9,0
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2022T3;10,0
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2022T2;7,2
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2022T1;6,7
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2021T4;11,1
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2021T3;9,6
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2021T2;9,1
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2021T1;6,0
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2020T4;8,1
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2020T3;9,7
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2020T2;9,6
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2020T1;10,3
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2019T4;9,2
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2019T3;9,3
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2019T2;12,5
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2019T1;9,9
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2018T4;10,1
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2018T3;10,9
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2018T2;14,2
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2018T1;12,0
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2017T4;11,0
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2017T3;11,1
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2017T2;10,1
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2017T1;11,9
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2016T4;11,1
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2016T3;9,6
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2016T2;9,8
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2016T1;7,8
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2015T4;9,3
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2015T3;10,2
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2015T2;9,4
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2015T1;9,2
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2014T4;10,6
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2014T3;12,3
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2014T2;13,4
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2014T1;14,0
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2013T4;15,6
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2013T3;15,5
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2013T2;15,5
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2013T1;13,8
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2012T4;10,2
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2012T3;11,1
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2012T2;8,6
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2012T1;8,1
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2011T4;7,9
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2011T3;9,3
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2011T2;7,1
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2011T1;7,4
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2010T4;10,6
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2010T3;11,5
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2010T2;11,3
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2010T1;12,6
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2009T4;13,7
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2009T3;11,8
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2009T2;13,3
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2009T1;13,8
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2008T4;12,5
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2008T3;13,2
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2008T2;14,0
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2008T1;13,3
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2025T3;90,6
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2025T2;87,9
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2025T1;91,8
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2024T4;88,7
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2024T3;84,9
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2024T2;83,9
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2024T1;77,4
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2023T4;74,3
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2023T3;77,8
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2023T2;74,7
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2023T1;72,8
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2022T4;81,3
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2022T3;78,7
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2022T2;72,4
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2022T1;72,0
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2021T4;76,8
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2021T3;82,0
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2021T2;79,3
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2021T1;75,8
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2020T4;76,1
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2020T3;78,3
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2020T2;71,5
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2020T1;76,7
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2019T4;72,1
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2019T3;77,7
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2019T2;75,1
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2019T1;74,6
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2018T4;78,1
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2018T3;76,3
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2018T2;75,5
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2018T1;71,0
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2017T4;76,5
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2017T3;76,0
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2017T2;76,1
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2017T1;71,4
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2016T4;70,3
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2016T3;68,0
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2016T2;66,0
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2016T1;64,4
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2015T4;65,0
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2015T3;65,3
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2015T2;63,0
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2015T1;64,3
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2014T4;65,9
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2014T3;68,8
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2014T2;65,7
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2014T1;67,2
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2013T4;67,2
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2013T3;67,3
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2013T2;67,1
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2013T1;67,6
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2012T4;66,8
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2012T3;70,7
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2012T2;67,7
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2012T1;69,1
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2011T4;74,4
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2011T3;71,2
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2011T2;70,1
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2011T1;67,1
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2010T4;69,1
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2010T3;71,0
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2010T2;71,4
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2010T1;75,9
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2009T4;77,6
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2009T3;79,4
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2009T2;84,4
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2009T1;82,0
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2008T4;81,7
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2008T3;84,7
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2008T2;80,4
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2008T1;80,5
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2025T3;14,6
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2025T2;16,4
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2025T1;16,1
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2024T4;16,9
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2024T3;15,4
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2024T2;14,5
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2024T1;18,9
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2023T4;16,5
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2023T3;16,2
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2023T2;17,2
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2023T1;18,7
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2022T4;19,3
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2022T3;17,3
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2022T2;23,2
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2022T1;23,0
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2021T4;18,6
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2021T3;17,8
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2021T2;18,4
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2021T1;19,8
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2020T4;17,8
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2020T3;15,5
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2020T2;15,0
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2020T1;14,0
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2019T4;13,1
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2019T3;17,3
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2019T2;17,7
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2019T1;16,5
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2018T4;16,5
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2018T3;17,9
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2018T2;18,9
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2018T1;17,9
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2017T4;17,1
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2017T3;15,5
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2017T2;14,0
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2017T1;12,8
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2016T4;11,4
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2016T3;11,5
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2016T2;12,2
