Sexo;Comunidades y Ciudades Autónomas;Sector económico;Periodo;Total
Hombres;07 Castilla y León;Servicios;2025T3;317,6
Hombres;07 Castilla y León;Servicios;2025T2;321,4
Hombres;07 Castilla y León;Servicios;2025T1;314,9
Hombres;07 Castilla y León;Servicios;2024T4;317,4
Hombres;07 Castilla y León;Servicios;2024T3;319,9
Hombres;07 Castilla y León;Servicios;2024T2;309,4
Hombres;07 Castilla y León;Servicios;2024T1;304,4
Hombres;07 Castilla y León;Servicios;2023T4;312,3
Hombres;07 Castilla y León;Servicios;2023T3;314,4
Hombres;07 Castilla y León;Servicios;2023T2;317,8
Hombres;07 Castilla y León;Servicios;2023T1;312,8
Hombres;07 Castilla y León;Servicios;2022T4;319,1
Hombres;07 Castilla y León;Servicios;2022T3;324,3
Hombres;07 Castilla y León;Servicios;2022T2;306,7
Hombres;07 Castilla y León;Servicios;2022T1;304,1
Hombres;07 Castilla y León;Servicios;2021T4;305,7
Hombres;07 Castilla y León;Servicios;2021T3;309,8
Hombres;07 Castilla y León;Servicios;2021T2;301,7
Hombres;07 Castilla y León;Servicios;2021T1;287,9
Hombres;07 Castilla y León;Servicios;2020T4;301,9
Hombres;07 Castilla y León;Servicios;2020T3;297,1
Hombres;07 Castilla y León;Servicios;2020T2;287,2
Hombres;07 Castilla y León;Servicios;2020T1;301,7
Hombres;07 Castilla y León;Servicios;2019T4;306,1
Hombres;07 Castilla y León;Servicios;2019T3;311,4
Hombres;07 Castilla y León;Servicios;2019T2;307,9
Hombres;07 Castilla y León;Servicios;2019T1;302,2
Hombres;07 Castilla y León;Servicios;2018T4;300,5
Hombres;07 Castilla y León;Servicios;2018T3;302,1
Hombres;07 Castilla y León;Servicios;2018T2;294,0
Hombres;07 Castilla y León;Servicios;2018T1;285,0
Hombres;07 Castilla y León;Servicios;2017T4;293,9
Hombres;07 Castilla y León;Servicios;2017T3;306,0
Hombres;07 Castilla y León;Servicios;2017T2;306,9
Hombres;07 Castilla y León;Servicios;2017T1;296,0
Hombres;07 Castilla y León;Servicios;2016T4;293,7
Hombres;07 Castilla y León;Servicios;2016T3;309,6
Hombres;07 Castilla y León;Servicios;2016T2;292,0
Hombres;07 Castilla y León;Servicios;2016T1;284,8
Hombres;07 Castilla y León;Servicios;2015T4;290,2
Hombres;07 Castilla y León;Servicios;2015T3;300,2
Hombres;07 Castilla y León;Servicios;2015T2;285,8
Hombres;07 Castilla y León;Servicios;2015T1;290,6
Hombres;07 Castilla y León;Servicios;2014T4;293,2
Hombres;07 Castilla y León;Servicios;2014T3;298,1
Hombres;07 Castilla y León;Servicios;2014T2;291,4
Hombres;07 Castilla y León;Servicios;2014T1;278,5
Hombres;07 Castilla y León;Servicios;2013T4;287,6
Hombres;07 Castilla y León;Servicios;2013T3;294,8
Hombres;07 Castilla y León;Servicios;2013T2;294,1
Hombres;07 Castilla y León;Servicios;2013T1;278,7
Hombres;07 Castilla y León;Servicios;2012T4;287,1
Hombres;07 Castilla y León;Servicios;2012T3;308,0
Hombres;07 Castilla y León;Servicios;2012T2;301,9
Hombres;07 Castilla y León;Servicios;2012T1;298,8
Hombres;07 Castilla y León;Servicios;2011T4;309,6
Hombres;07 Castilla y León;Servicios;2011T3;320,1
Hombres;07 Castilla y León;Servicios;2011T2;312,1
Hombres;07 Castilla y León;Servicios;2011T1;314,1
Hombres;07 Castilla y León;Servicios;2010T4;315,3
Hombres;07 Castilla y León;Servicios;2010T3;316,1
Hombres;07 Castilla y León;Servicios;2010T2;311,0
Hombres;07 Castilla y León;Servicios;2010T1;302,8
Hombres;07 Castilla y León;Servicios;2009T4;304,6
Hombres;07 Castilla y León;Servicios;2009T3;307,9
Hombres;07 Castilla y León;Servicios;2009T2;297,0
Hombres;07 Castilla y León;Servicios;2009T1;293,9
Hombres;07 Castilla y León;Servicios;2008T4;306,2
Hombres;07 Castilla y León;Servicios;2008T3;313,4
Hombres;07 Castilla y León;Servicios;2008T2;313,5
Hombres;07 Castilla y León;Servicios;2008T1;318,1
Hombres;08 Castilla - La Mancha;Servicios;2025T3;304,2
Hombres;08 Castilla - La Mancha;Servicios;2025T2;297,7
Hombres;08 Castilla - La Mancha;Servicios;2025T1;292,6
Hombres;08 Castilla - La Mancha;Servicios;2024T4;302,1
Hombres;08 Castilla - La Mancha;Servicios;2024T3;304,4
Hombres;08 Castilla - La Mancha;Servicios;2024T2;305,9
Hombres;08 Castilla - La Mancha;Servicios;2024T1;287,2
Hombres;08 Castilla - La Mancha;Servicios;2023T4;297,1
Hombres;08 Castilla - La Mancha;Servicios;2023T3;308,7
Hombres;08 Castilla - La Mancha;Servicios;2023T2;299,9
Hombres;08 Castilla - La Mancha;Servicios;2023T1;300,2
Hombres;08 Castilla - La Mancha;Servicios;2022T4;293,2
Hombres;08 Castilla - La Mancha;Servicios;2022T3;299,5
Hombres;08 Castilla - La Mancha;Servicios;2022T2;289,4
Hombres;08 Castilla - La Mancha;Servicios;2022T1;276,4
Hombres;08 Castilla - La Mancha;Servicios;2021T4;285,0
Hombres;08 Castilla - La Mancha;Servicios;2021T3;290,7
Hombres;08 Castilla - La Mancha;Servicios;2021T2;282,2
Hombres;08 Castilla - La Mancha;Servicios;2021T1;274,8
Hombres;08 Castilla - La Mancha;Servicios;2020T4;286,8
Hombres;08 Castilla - La Mancha;Servicios;2020T3;282,8
Hombres;08 Castilla - La Mancha;Servicios;2020T2;266,6
Hombres;08 Castilla - La Mancha;Servicios;2020T1;272,0
Hombres;08 Castilla - La Mancha;Servicios;2019T4;276,9
Hombres;08 Castilla - La Mancha;Servicios;2019T3;274,5
Hombres;08 Castilla - La Mancha;Servicios;2019T2;269,1
Hombres;08 Castilla - La Mancha;Servicios;2019T1;280,7
Hombres;08 Castilla - La Mancha;Servicios;2018T4;282,3
Hombres;08 Castilla - La Mancha;Servicios;2018T3;278,9
Hombres;08 Castilla - La Mancha;Servicios;2018T2;260,8
Hombres;08 Castilla - La Mancha;Servicios;2018T1;253,6
Hombres;08 Castilla - La Mancha;Servicios;2017T4;263,0
Hombres;08 Castilla - La Mancha;Servicios;2017T3;263,7
Hombres;08 Castilla - La Mancha;Servicios;2017T2;256,3
Hombres;08 Castilla - La Mancha;Servicios;2017T1;256,1
Hombres;08 Castilla - La Mancha;Servicios;2016T4;256,1
Hombres;08 Castilla - La Mancha;Servicios;2016T3;255,8
Hombres;08 Castilla - La Mancha;Servicios;2016T2;255,6
Hombres;08 Castilla - La Mancha;Servicios;2016T1;251,1
Hombres;08 Castilla - La Mancha;Servicios;2015T4;252,0
Hombres;08 Castilla - La Mancha;Servicios;2015T3;259,0
Hombres;08 Castilla - La Mancha;Servicios;2015T2;256,2
Hombres;08 Castilla - La Mancha;Servicios;2015T1;249,4
Hombres;08 Castilla - La Mancha;Servicios;2014T4;251,8
Hombres;08 Castilla - La Mancha;Servicios;2014T3;257,0
Hombres;08 Castilla - La Mancha;Servicios;2014T2;251,9
Hombres;08 Castilla - La Mancha;Servicios;2014T1;240,9
Hombres;08 Castilla - La Mancha;Servicios;2013T4;242,0
Hombres;08 Castilla - La Mancha;Servicios;2013T3;245,5
Hombres;08 Castilla - La Mancha;Servicios;2013T2;240,9
Hombres;08 Castilla - La Mancha;Servicios;2013T1;232,8
Hombres;08 Castilla - La Mancha;Servicios;2012T4;233,9
Hombres;08 Castilla - La Mancha;Servicios;2012T3;234,7
Hombres;08 Castilla - La Mancha;Servicios;2012T2;237,9
Hombres;08 Castilla - La Mancha;Servicios;2012T1;239,8
Hombres;08 Castilla - La Mancha;Servicios;2011T4;244,4
Hombres;08 Castilla - La Mancha;Servicios;2011T3;250,3
Hombres;08 Castilla - La Mancha;Servicios;2011T2;251,7
Hombres;08 Castilla - La Mancha;Servicios;2011T1;250,9
Hombres;08 Castilla - La Mancha;Servicios;2010T4;253,5
Hombres;08 Castilla - La Mancha;Servicios;2010T3;264,2
Hombres;08 Castilla - La Mancha;Servicios;2010T2;254,9
Hombres;08 Castilla - La Mancha;Servicios;2010T1;251,8
Hombres;08 Castilla - La Mancha;Servicios;2009T4;248,8
Hombres;08 Castilla - La Mancha;Servicios;2009T3;250,2
Hombres;08 Castilla - La Mancha;Servicios;2009T2;241,6
Hombres;08 Castilla - La Mancha;Servicios;2009T1;232,0
Hombres;08 Castilla - La Mancha;Servicios;2008T4;236,5
Hombres;08 Castilla - La Mancha;Servicios;2008T3;243,2
Hombres;08 Castilla - La Mancha;Servicios;2008T2;242,3
Hombres;08 Castilla - La Mancha;Servicios;2008T1;240,2
Hombres;09 Cataluña;Servicios;2025T3;1.390,3
Hombres;09 Cataluña;Servicios;2025T2;1.387,8
Hombres;09 Cataluña;Servicios;2025T1;1.367,0
Hombres;09 Cataluña;Servicios;2024T4;1.380,0
Hombres;09 Cataluña;Servicios;2024T3;1.378,0
Hombres;09 Cataluña;Servicios;2024T2;1.324,8
Hombres;09 Cataluña;Servicios;2024T1;1.346,8
Hombres;09 Cataluña;Servicios;2023T4;1.317,3
Hombres;09 Cataluña;Servicios;2023T3;1.323,0
Hombres;09 Cataluña;Servicios;2023T2;1.300,4
Hombres;09 Cataluña;Servicios;2023T1;1.224,7
Hombres;09 Cataluña;Servicios;2022T4;1.232,4
Hombres;09 Cataluña;Servicios;2022T3;1.263,9
Hombres;09 Cataluña;Servicios;2022T2;1.210,9
Hombres;09 Cataluña;Servicios;2022T1;1.186,7
Hombres;09 Cataluña;Servicios;2021T4;1.206,0
Hombres;09 Cataluña;Servicios;2021T3;1.196,0
Hombres;09 Cataluña;Servicios;2021T2;1.186,2
Hombres;09 Cataluña;Servicios;2021T1;1.164,8
Hombres;09 Cataluña;Servicios;2020T4;1.146,7
Hombres;09 Cataluña;Servicios;2020T3;1.147,7
Hombres;09 Cataluña;Servicios;2020T2;1.105,0
Hombres;09 Cataluña;Servicios;2020T1;1.184,2
Hombres;09 Cataluña;Servicios;2019T4;1.189,8
Hombres;09 Cataluña;Servicios;2019T3;1.179,8
Hombres;09 Cataluña;Servicios;2019T2;1.147,4
Hombres;09 Cataluña;Servicios;2019T1;1.140,4
Hombres;09 Cataluña;Servicios;2018T4;1.121,6
Hombres;09 Cataluña;Servicios;2018T3;1.118,2
Hombres;09 Cataluña;Servicios;2018T2;1.099,8
Hombres;09 Cataluña;Servicios;2018T1;1.079,8
Hombres;09 Cataluña;Servicios;2017T4;1.080,6
Hombres;09 Cataluña;Servicios;2017T3;1.109,3
Hombres;09 Cataluña;Servicios;2017T2;1.088,4
Hombres;09 Cataluña;Servicios;2017T1;1.068,5
Hombres;09 Cataluña;Servicios;2016T4;1.073,4
Hombres;09 Cataluña;Servicios;2016T3;1.077,9
Hombres;09 Cataluña;Servicios;2016T2;1.067,0
Hombres;09 Cataluña;Servicios;2016T1;1.051,9
Hombres;09 Cataluña;Servicios;2015T4;1.038,0
Hombres;09 Cataluña;Servicios;2015T3;1.036,4
Hombres;09 Cataluña;Servicios;2015T2;1.018,3
Hombres;09 Cataluña;Servicios;2015T1;983,9
Hombres;09 Cataluña;Servicios;2014T4;997,4
Hombres;09 Cataluña;Servicios;2014T3;1.014,0
Hombres;09 Cataluña;Servicios;2014T2;993,1
Hombres;09 Cataluña;Servicios;2014T1;972,1
Hombres;09 Cataluña;Servicios;2013T4;984,9
Hombres;09 Cataluña;Servicios;2013T3;974,7
Hombres;09 Cataluña;Servicios;2013T2;940,3
Hombres;09 Cataluña;Servicios;2013T1;940,1
Hombres;09 Cataluña;Servicios;2012T4;957,9
Hombres;09 Cataluña;Servicios;2012T3;997,5
Hombres;09 Cataluña;Servicios;2012T2;986,4
Hombres;09 Cataluña;Servicios;2012T1;994,8
Hombres;09 Cataluña;Servicios;2011T4;1.011,8
Hombres;09 Cataluña;Servicios;2011T3;1.043,1
Hombres;09 Cataluña;Servicios;2011T2;1.049,8
Hombres;09 Cataluña;Servicios;2011T1;1.033,9
Hombres;09 Cataluña;Servicios;2010T4;1.010,2
Hombres;09 Cataluña;Servicios;2010T3;1.038,9
Hombres;09 Cataluña;Servicios;2010T2;1.027,7
Hombres;09 Cataluña;Servicios;2010T1;1.006,1
Hombres;09 Cataluña;Servicios;2009T4;1.015,3
Hombres;09 Cataluña;Servicios;2009T3;1.045,1
Hombres;09 Cataluña;Servicios;2009T2;1.001,1
Hombres;09 Cataluña;Servicios;2009T1;1.000,4
Hombres;09 Cataluña;Servicios;2008T4;1.034,4
Hombres;09 Cataluña;Servicios;2008T3;1.043,3
Hombres;09 Cataluña;Servicios;2008T2;1.042,3
Hombres;09 Cataluña;Servicios;2008T1;1.036,3
Hombres;10 Comunitat Valenciana;Servicios;2025T3;836,8
Hombres;10 Comunitat Valenciana;Servicios;2025T2;844,0
Hombres;10 Comunitat Valenciana;Servicios;2025T1;820,8
Hombres;10 Comunitat Valenciana;Servicios;2024T4;816,6
Hombres;10 Comunitat Valenciana;Servicios;2024T3;817,3
Hombres;10 Comunitat Valenciana;Servicios;2024T2;816,9
Hombres;10 Comunitat Valenciana;Servicios;2024T1;805,2
Hombres;10 Comunitat Valenciana;Servicios;2023T4;787,5
Hombres;10 Comunitat Valenciana;Servicios;2023T3;814,0
Hombres;10 Comunitat Valenciana;Servicios;2023T2;796,7
Hombres;10 Comunitat Valenciana;Servicios;2023T1;778,2
Hombres;10 Comunitat Valenciana;Servicios;2022T4;784,8
Hombres;10 Comunitat Valenciana;Servicios;2022T3;783,0
Hombres;10 Comunitat Valenciana;Servicios;2022T2;764,6
Hombres;10 Comunitat Valenciana;Servicios;2022T1;745,9
Hombres;10 Comunitat Valenciana;Servicios;2021T4;739,3
Hombres;10 Comunitat Valenciana;Servicios;2021T3;729,5
Hombres;10 Comunitat Valenciana;Servicios;2021T2;700,7
Hombres;10 Comunitat Valenciana;Servicios;2021T1;695,0
Hombres;10 Comunitat Valenciana;Servicios;2020T4;698,4
Hombres;10 Comunitat Valenciana;Servicios;2020T3;705,2
Hombres;10 Comunitat Valenciana;Servicios;2020T2;675,0
Hombres;10 Comunitat Valenciana;Servicios;2020T1;701,6
Hombres;10 Comunitat Valenciana;Servicios;2019T4;724,2
Hombres;10 Comunitat Valenciana;Servicios;2019T3;732,3
Hombres;10 Comunitat Valenciana;Servicios;2019T2;724,2
Hombres;10 Comunitat Valenciana;Servicios;2019T1;706,5
Hombres;10 Comunitat Valenciana;Servicios;2018T4;713,8
Hombres;10 Comunitat Valenciana;Servicios;2018T3;720,0
Hombres;10 Comunitat Valenciana;Servicios;2018T2;711,4
Hombres;10 Comunitat Valenciana;Servicios;2018T1;676,7
Hombres;10 Comunitat Valenciana;Servicios;2017T4;683,1
Hombres;10 Comunitat Valenciana;Servicios;2017T3;670,6
Hombres;10 Comunitat Valenciana;Servicios;2017T2;656,9
Hombres;10 Comunitat Valenciana;Servicios;2017T1;651,1
Hombres;10 Comunitat Valenciana;Servicios;2016T4;676,2
Hombres;10 Comunitat Valenciana;Servicios;2016T3;695,0
Hombres;10 Comunitat Valenciana;Servicios;2016T2;670,9
Hombres;10 Comunitat Valenciana;Servicios;2016T1;647,9
Hombres;10 Comunitat Valenciana;Servicios;2015T4;643,6
Hombres;10 Comunitat Valenciana;Servicios;2015T3;635,4
Hombres;10 Comunitat Valenciana;Servicios;2015T2;607,0
Hombres;10 Comunitat Valenciana;Servicios;2015T1;602,6
Hombres;10 Comunitat Valenciana;Servicios;2014T4;631,8
Hombres;10 Comunitat Valenciana;Servicios;2014T3;629,2
Hombres;10 Comunitat Valenciana;Servicios;2014T2;646,5
Hombres;10 Comunitat Valenciana;Servicios;2014T1;627,9
Hombres;10 Comunitat Valenciana;Servicios;2013T4;626,0
Hombres;10 Comunitat Valenciana;Servicios;2013T3;624,3
Hombres;10 Comunitat Valenciana;Servicios;2013T2;605,7
Hombres;10 Comunitat Valenciana;Servicios;2013T1;606,7
Hombres;10 Comunitat Valenciana;Servicios;2012T4;602,8
Hombres;10 Comunitat Valenciana;Servicios;2012T3;611,6
Hombres;10 Comunitat Valenciana;Servicios;2012T2;598,7
Hombres;10 Comunitat Valenciana;Servicios;2012T1;589,4
Hombres;10 Comunitat Valenciana;Servicios;2011T4;615,3
Hombres;10 Comunitat Valenciana;Servicios;2011T3;616,8
Hombres;10 Comunitat Valenciana;Servicios;2011T2;617,6
Hombres;10 Comunitat Valenciana;Servicios;2011T1;608,8
Hombres;10 Comunitat Valenciana;Servicios;2010T4;640,1
Hombres;10 Comunitat Valenciana;Servicios;2010T3;627,9
Hombres;10 Comunitat Valenciana;Servicios;2010T2;638,2
Hombres;10 Comunitat Valenciana;Servicios;2010T1;635,8
Hombres;10 Comunitat Valenciana;Servicios;2009T4;622,4
Hombres;10 Comunitat Valenciana;Servicios;2009T3;619,2
Hombres;10 Comunitat Valenciana;Servicios;2009T2;612,8
Hombres;10 Comunitat Valenciana;Servicios;2009T1;618,3
Hombres;10 Comunitat Valenciana;Servicios;2008T4;649,8
Hombres;10 Comunitat Valenciana;Servicios;2008T3;641,8
Hombres;10 Comunitat Valenciana;Servicios;2008T2;658,1
Hombres;10 Comunitat Valenciana;Servicios;2008T1;638,5
Hombres;11 Extremadura;Servicios;2025T3;145,7
Hombres;11 Extremadura;Servicios;2025T2;144,1
Hombres;11 Extremadura;Servicios;2025T1;136,1
Hombres;11 Extremadura;Servicios;2024T4;142,6
Hombres;11 Extremadura;Servicios;2024T3;142,9
Hombres;11 Extremadura;Servicios;2024T2;141,6
Hombres;11 Extremadura;Servicios;2024T1;138,1
Hombres;11 Extremadura;Servicios;2023T4;143,1
Hombres;11 Extremadura;Servicios;2023T3;139,9
Hombres;11 Extremadura;Servicios;2023T2;140,5
Hombres;11 Extremadura;Servicios;2023T1;135,8
Hombres;11 Extremadura;Servicios;2022T4;137,6
Hombres;11 Extremadura;Servicios;2022T3;139,4
Hombres;11 Extremadura;Servicios;2022T2;137,2
Hombres;11 Extremadura;Servicios;2022T1;131,8
Hombres;11 Extremadura;Servicios;2021T4;127,4
Hombres;11 Extremadura;Servicios;2021T3;135,4
Hombres;11 Extremadura;Servicios;2021T2;131,2
Hombres;11 Extremadura;Servicios;2021T1;127,6
Hombres;11 Extremadura;Servicios;2020T4;126,8
Hombres;11 Extremadura;Servicios;2020T3;133,3
Hombres;11 Extremadura;Servicios;2020T2;124,1
Hombres;11 Extremadura;Servicios;2020T1;124,0
Hombres;11 Extremadura;Servicios;2019T4;130,2
Hombres;11 Extremadura;Servicios;2019T3;135,9
Hombres;11 Extremadura;Servicios;2019T2;134,2
Hombres;11 Extremadura;Servicios;2019T1;135,4
Hombres;11 Extremadura;Servicios;2018T4;131,0
Hombres;11 Extremadura;Servicios;2018T3;136,2
Hombres;11 Extremadura;Servicios;2018T2;133,7
Hombres;11 Extremadura;Servicios;2018T1;128,6
Hombres;11 Extremadura;Servicios;2017T4;126,7
Hombres;11 Extremadura;Servicios;2017T3;126,5
Hombres;11 Extremadura;Servicios;2017T2;128,5
Hombres;11 Extremadura;Servicios;2017T1;128,4
Hombres;11 Extremadura;Servicios;2016T4;124,5
Hombres;11 Extremadura;Servicios;2016T3;128,7
Hombres;11 Extremadura;Servicios;2016T2;129,6
Hombres;11 Extremadura;Servicios;2016T1;131,0
Hombres;11 Extremadura;Servicios;2015T4;128,9
Hombres;11 Extremadura;Servicios;2015T3;125,8
Hombres;11 Extremadura;Servicios;2015T2;120,9
Hombres;11 Extremadura;Servicios;2015T1;121,8
Hombres;11 Extremadura;Servicios;2014T4;123,0
Hombres;11 Extremadura;Servicios;2014T3;128,6
Hombres;11 Extremadura;Servicios;2014T2;117,7
Hombres;11 Extremadura;Servicios;2014T1;115,6
Hombres;11 Extremadura;Servicios;2013T4;118,6
Hombres;11 Extremadura;Servicios;2013T3;117,2
Hombres;11 Extremadura;Servicios;2013T2;116,0
Hombres;11 Extremadura;Servicios;2013T1;110,5
Hombres;11 Extremadura;Servicios;2012T4;112,1
Hombres;11 Extremadura;Servicios;2012T3;115,1
Hombres;11 Extremadura;Servicios;2012T2;109,5
Hombres;11 Extremadura;Servicios;2012T1;115,6
Hombres;11 Extremadura;Servicios;2011T4;114,8
Hombres;11 Extremadura;Servicios;2011T3;129,8
Hombres;11 Extremadura;Servicios;2011T2;131,5
Hombres;11 Extremadura;Servicios;2011T1;126,7
Hombres;11 Extremadura;Servicios;2010T4;127,0
Hombres;11 Extremadura;Servicios;2010T3;126,7
Hombres;11 Extremadura;Servicios;2010T2;127,7
Hombres;11 Extremadura;Servicios;2010T1;124,5
Hombres;11 Extremadura;Servicios;2009T4;130,4
Hombres;11 Extremadura;Servicios;2009T3;132,2
Hombres;11 Extremadura;Servicios;2009T2;126,4
Hombres;11 Extremadura;Servicios;2009T1;123,1
Hombres;11 Extremadura;Servicios;2008T4;126,1
Hombres;11 Extremadura;Servicios;2008T3;133,5
Hombres;11 Extremadura;Servicios;2008T2;128,8
Hombres;11 Extremadura;Servicios;2008T1;131,0
Hombres;12 Galicia;Servicios;2025T3;361,6
Hombres;12 Galicia;Servicios;2025T2;336,5
Hombres;12 Galicia;Servicios;2025T1;335,9
Hombres;12 Galicia;Servicios;2024T4;338,5
Hombres;12 Galicia;Servicios;2024T3;339,2
Hombres;12 Galicia;Servicios;2024T2;340,6
Hombres;12 Galicia;Servicios;2024T1;334,1
Hombres;12 Galicia;Servicios;2023T4;344,8
Hombres;12 Galicia;Servicios;2023T3;351,5
Hombres;12 Galicia;Servicios;2023T2;350,2
Hombres;12 Galicia;Servicios;2023T1;343,1
Hombres;12 Galicia;Servicios;2022T4;340,2
Hombres;12 Galicia;Servicios;2022T3;346,4
Hombres;12 Galicia;Servicios;2022T2;346,7
Hombres;12 Galicia;Servicios;2022T1;343,6
Hombres;12 Galicia;Servicios;2021T4;339,9
Hombres;12 Galicia;Servicios;2021T3;346,6
Hombres;12 Galicia;Servicios;2021T2;327,9
Hombres;12 Galicia;Servicios;2021T1;322,3
Hombres;12 Galicia;Servicios;2020T4;326,7
Hombres;12 Galicia;Servicios;2020T3;326,7
Hombres;12 Galicia;Servicios;2020T2;316,9
Hombres;12 Galicia;Servicios;2020T1;323,7
Hombres;12 Galicia;Servicios;2019T4;335,9
Hombres;12 Galicia;Servicios;2019T3;337,9
Hombres;12 Galicia;Servicios;2019T2;343,4
Hombres;12 Galicia;Servicios;2019T1;336,3
Hombres;12 Galicia;Servicios;2018T4;339,5
Hombres;12 Galicia;Servicios;2018T3;346,4
Hombres;12 Galicia;Servicios;2018T2;332,2
Hombres;12 Galicia;Servicios;2018T1;322,2
Hombres;12 Galicia;Servicios;2017T4;320,6
Hombres;12 Galicia;Servicios;2017T3;327,8
Hombres;12 Galicia;Servicios;2017T2;323,0
Hombres;12 Galicia;Servicios;2017T1;316,9
Hombres;12 Galicia;Servicios;2016T4;326,0
Hombres;12 Galicia;Servicios;2016T3;329,9
Hombres;12 Galicia;Servicios;2016T2;325,4
Hombres;12 Galicia;Servicios;2016T1;313,6
Hombres;12 Galicia;Servicios;2015T4;319,7
Hombres;12 Galicia;Servicios;2015T3;323,5
Hombres;12 Galicia;Servicios;2015T2;307,2
Hombres;12 Galicia;Servicios;2015T1;304,8
Hombres;12 Galicia;Servicios;2014T4;312,0
Hombres;12 Galicia;Servicios;2014T3;318,8
Hombres;12 Galicia;Servicios;2014T2;307,8
Hombres;12 Galicia;Servicios;2014T1;304,1
Hombres;12 Galicia;Servicios;2013T4;307,8
Hombres;12 Galicia;Servicios;2013T3;315,7
Hombres;12 Galicia;Servicios;2013T2;317,0
Hombres;12 Galicia;Servicios;2013T1;316,4
Hombres;12 Galicia;Servicios;2012T4;321,7
Hombres;12 Galicia;Servicios;2012T3;324,2
Hombres;12 Galicia;Servicios;2012T2;313,5
Hombres;12 Galicia;Servicios;2012T1;324,5
Hombres;12 Galicia;Servicios;2011T4;329,2
Hombres;12 Galicia;Servicios;2011T3;326,0
Hombres;12 Galicia;Servicios;2011T2;328,1
Hombres;12 Galicia;Servicios;2011T1;326,9
Hombres;12 Galicia;Servicios;2010T4;328,1
Hombres;12 Galicia;Servicios;2010T3;334,6
Hombres;12 Galicia;Servicios;2010T2;327,0
Hombres;12 Galicia;Servicios;2010T1;325,8
Hombres;12 Galicia;Servicios;2009T4;333,4
Hombres;12 Galicia;Servicios;2009T3;328,2
Hombres;12 Galicia;Servicios;2009T2;317,9
Hombres;12 Galicia;Servicios;2009T1;325,7
Hombres;12 Galicia;Servicios;2008T4;338,6
Hombres;12 Galicia;Servicios;2008T3;341,7
Hombres;12 Galicia;Servicios;2008T2;336,4
Hombres;12 Galicia;Servicios;2008T1;335,8
Hombres;13 Madrid, Comunidad de;Servicios;2025T3;1.361,5
Hombres;13 Madrid, Comunidad de;Servicios;2025T2;1.395,6
Hombres;13 Madrid, Comunidad de;Servicios;2025T1;1.381,1
Hombres;13 Madrid, Comunidad de;Servicios;2024T4;1.387,7
Hombres;13 Madrid, Comunidad de;Servicios;2024T3;1.362,0
Hombres;13 Madrid, Comunidad de;Servicios;2024T2;1.356,7
Hombres;13 Madrid, Comunidad de;Servicios;2024T1;1.344,7
Hombres;13 Madrid, Comunidad de;Servicios;2023T4;1.325,4
Hombres;13 Madrid, Comunidad de;Servicios;2023T3;1.339,4
Hombres;13 Madrid, Comunidad de;Servicios;2023T2;1.341,6
Hombres;13 Madrid, Comunidad de;Servicios;2023T1;1.268,8
Hombres;13 Madrid, Comunidad de;Servicios;2022T4;1.287,7
Hombres;13 Madrid, Comunidad de;Servicios;2022T3;1.289,6
Hombres;13 Madrid, Comunidad de;Servicios;2022T2;1.298,6
Hombres;13 Madrid, Comunidad de;Servicios;2022T1;1.292,2
Hombres;13 Madrid, Comunidad de;Servicios;2021T4;1.273,3
Hombres;13 Madrid, Comunidad de;Servicios;2021T3;1.261,7
Hombres;13 Madrid, Comunidad de;Servicios;2021T2;1.251,1
Hombres;13 Madrid, Comunidad de;Servicios;2021T1;1.255,8
Hombres;13 Madrid, Comunidad de;Servicios;2020T4;1.217,5
Hombres;13 Madrid, Comunidad de;Servicios;2020T3;1.213,6
Hombres;13 Madrid, Comunidad de;Servicios;2020T2;1.189,8
Hombres;13 Madrid, Comunidad de;Servicios;2020T1;1.253,3
Hombres;13 Madrid, Comunidad de;Servicios;2019T4;1.262,2
Hombres;13 Madrid, Comunidad de;Servicios;2019T3;1.249,6
Hombres;13 Madrid, Comunidad de;Servicios;2019T2;1.244,8
Hombres;13 Madrid, Comunidad de;Servicios;2019T1;1.205,7
Hombres;13 Madrid, Comunidad de;Servicios;2018T4;1.217,1
Hombres;13 Madrid, Comunidad de;Servicios;2018T3;1.202,9
Hombres;13 Madrid, Comunidad de;Servicios;2018T2;1.214,7
Hombres;13 Madrid, Comunidad de;Servicios;2018T1;1.200,4
Hombres;13 Madrid, Comunidad de;Servicios;2017T4;1.185,7
Hombres;13 Madrid, Comunidad de;Servicios;2017T3;1.211,4
Hombres;13 Madrid, Comunidad de;Servicios;2017T2;1.171,5
Hombres;13 Madrid, Comunidad de;Servicios;2017T1;1.170,9
Hombres;13 Madrid, Comunidad de;Servicios;2016T4;1.165,6
Hombres;13 Madrid, Comunidad de;Servicios;2016T3;1.172,5
Hombres;13 Madrid, Comunidad de;Servicios;2016T2;1.166,4
Hombres;13 Madrid, Comunidad de;Servicios;2016T1;1.168,1
Hombres;13 Madrid, Comunidad de;Servicios;2015T4;1.173,6
Hombres;13 Madrid, Comunidad de;Servicios;2015T3;1.153,4
Hombres;13 Madrid, Comunidad de;Servicios;2015T2;1.142,2
Hombres;13 Madrid, Comunidad de;Servicios;2015T1;1.117,0
Hombres;13 Madrid, Comunidad de;Servicios;2014T4;1.120,3
Hombres;13 Madrid, Comunidad de;Servicios;2014T3;1.134,9
Hombres;13 Madrid, Comunidad de;Servicios;2014T2;1.112,5
